"1998","Num studies:1","","2000","Num studies:1","","2001","Num studies:1","","2002","Num studies:2","","2003","Num studies:5","","2004","Num studies:4","","2005","Num studies:8","","2006","Num studies:5","","2007","Num studies:3","","2008","Num studies:11","","2009","Num studies:13","","2010","Num studies:14","","2011","Num studies:12","","2012","Num studies:18","","2013","Num studies:17","","2014","Num studies:19","","2015","Num studies:14","","2016","Num studies:30","","2017","Num studies:32","","2018","Num studies:21","","2019","Num studies:35","","2020","Num studies:20","","2021","Num studies:2","","No Start Date","Num studies:4",""
"","","","","","","","","","","","","","","","","","","","","","","","","1965",1,"0.015812776723592662%","recruited",1,"0.02109259649862898%","additionally",1,"0.026802465826856074%","stimuli",1,"0.023266635644485806%","gydevang",1,"0.01405283867341203%","urgently",1,"0.00983284169124877%","understand",1,"0.05070993914807302%","registry",2,"0.015687504902345283%","everyday",1,"0.04549590536851683%","diagnosed",3,"0.01638170166596294%","previous",2,"0.022824008389365248%","aβ",2,"0.014082870982166276%","prospective",3,"0.015099190302076062%","60-70",1,"0.015527950310559004%","","","","mchugh",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","cumulative",1,"0.015812776723592662%","centres",1,"0.02109259649862898%","perform",1,"0.026802465826856074%","localization",1,"0.023266635644485806%","denmark",1,"0.01405283867341203%","needed",1,"0.00983284169124877%","parkinson",1,"0.05070993914807302%","yearly",2,"0.015687504902345283%","safee",1,"0.04549590536851683%","prevention",3,"0.010625298044825943%","given",2,"0.02977878615995462%","fundus",2,"0.013822655332089293%","multicenter",3,"0.021454603013561217%","record",1,"0.015527950310559004%","","","","pr",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","illness",1,"0.015812776723592662%","st",1,"0.02109259649862898%","rating",1,"0.026802465826856074%","resonance",1,"0.023266635644485806%","0",1,"0.01405283867341203%","constitute",1,"0.00983284169124877%","degeneration",1,"0.05070993914807302%","tc",2,"0.015687504902345283%","safe",1,"0.04549590536851683%","retina",3,"0.021247508521687584%","ucmscs",2,"0.10416666666666667%","represent",2,"0.014082870982166276%","cohort",3,"0.02019976581856761%","ministry",1,"0.015527950310559004%","","","","mini-mental",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","linn",1,"0.015812776723592662%","james",1,"0.02109259649862898%","scale",1,"0.026802465826856074%","technology",1,"0.023266635644485806%","1ml",1,"0.01405283867341203%","determinant",1,"0.00983284169124877%","includes",1,"0.05070993914807302%","hdl-c",2,"0.015687504902345283%","environment",1,"0.04549590536851683%","rich",3,"0.02145922746781116%","double",2,"0.06661821705426357%","identifying",2,"0.014082870982166276%","numerical",3,"0.017519419852647204%","welfare",1,"0.015527950310559004%","","","","practical",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","1968",1,"0.015812776723592662%","hospital",1,"0.02109259649862898%","mini",1,"0.026802465826856074%","confusion",1,"0.09276437847866419%","immunoblotting",1,"0.01405283867341203%","breakthrough",1,"0.00983284169124877%","supranuclear",1,"0.05070993914807302%","ldl-c",2,"0.015687504902345283%","aim",1,"0.04549590536851683%","neurofeedback",3,"0.014064697609001408%","beneficial",2,"0.022174532804179643%","risk",2,"0.02580777513392069%","random",3,"0.020918972420127156%","65-year-old",1,"0.015527950310559004%","","","","method",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","neuropsychiatric",1,"0.015812776723592662%","dublin",1,"0.02109259649862898%","adas-cognitive",1,"0.026802465826856074%","about",1,"0.09276437847866419%","methodology",1,"0.01405283867341203%","financial",1,"0.00983284169124877%","palsy",1,"0.05070993914807302%","tg",2,"0.015687504902345283%","people",1,"0.04549590536851683%","technique",3,"0.018782665235417665%","against",2,"0.021697745533037535%","treatments",2,"0.01519290116500945%","treated",3,"0.028326092311963796%","36",1,"0.015527950310559004%","","","","grading",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","cummings",1,"0.015812776723592662%","ulster",1,"0.02109259649862898%","aimed",1,"0.026802465826856074%","schedules",1,"0.09276437847866419%","above",1,"0.01405283867341203%","standpoints",1,"0.00983284169124877%","psp",1,"0.05070993914807302%","hs-crp",2,"0.015687504902345283%","safee2",1,"0.04549590536851683%","treat",3,"0.016529540895271325%","picolinate",2,"0.023234200743494422%","genetic",2,"0.02580777513392069%","package",3,"0.021003365947143634%","estimated",1,"0.015527950310559004%","","","","clinician",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","1997",1,"0.015812776723592662%","university",1,"0.02109259649862898%","administered",1,"0.026802465826856074%","hyperactivity",1,"0.09276437847866419%","see",1,"0.01405283867341203%","need",1,"0.00983284169124877%","corticobasal",1,"0.05070993914807302%","protein",2,"0.015687504902345283%","develop",1,"0.04549590536851683%","preliminary",3,"0.01754639971319048%","relies",2,"0.021697745533037535%","primarily",2,"0.024164605788887985%","remained",3,"0.020918972420127156%","250",1,"0.015527950310559004%","","","","psychiatr",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","finally",1,"0.015812776723592662%","coleraine",1,"0.02109259649862898%","care-giver",1,"0.026802465826856074%","sense",1,"0.09276437847866419%","kozlovsky",1,"0.01405283867341203%","promising",1,"0.00983284169124877%","syndrome",1,"0.05070993914807302%","signatures",2,"0.015687504902345283%","diferent",1,"0.04549590536851683%","lab",3,"0.011452015093423104%","resolution",2,"0.022174532804179643%","comparison",2,"0.014082870982166276%","routine",3,"0.015099190302076062%","disabilities",1,"0.015527950310559004%","","","","res",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","weiner",1,"0.015812776723592662%","translational",1,"0.02109259649862898%","noted",1,"0.026802465826856074%","frequently",1,"0.09276437847866419%","2004",1,"0.01405283867341203%","when",1,"0.00983284169124877%","cbs",1,"0.05070993914807302%","adiponectin",2,"0.015687504902345283%","automatic",1,"0.04549590536851683%","score",3,"0.014064697609001408%","receptors",2,"0.023234200743494422%","build",2,"0.01519290116500945%","recorded",3,"0.010041777455250896%","nearly",1,"0.015527950310559004%","","","","1975",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","1998",1,"0.015812776723592662%","innovation",1,"0.02109259649862898%","multi-center",1,"0.026802465826856074%","poor",1,"0.09276437847866419%","analyzed",1,"0.01405283867341203%","complementary",1,"0.00983284169124877%","ftd",1,"0.05070993914807302%","mmp-3",2,"0.015687504902345283%","fragrance",1,"0.04549590536851683%","later",3,"0.008839332577844802%","us",2,"0.017708718305470408%","statistical",2,"0.024164605788887985%","place",3,"0.009680621353528818%","600",1,"0.015527950310559004%","","","","189-98",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","researcher",1,"0.015812776723592662%","c-tric",1,"0.02109259649862898%","pharmacokinetics",1,"0.026802465826856074%","nutrition",1,"0.09276437847866419%","blots",1,"0.01405283867341203%","chronology",1,"0.00983284169124877%","variant",1,"0.05070993914807302%","mmp-9",2,"0.015687504902345283%","validate",1,"0.04549590536851683%","called",3,"0.02227838205260469%","drug",2,"0.040552285556932396%","precision",2,"0.006069986949528059%","acid",3,"0.014714130883897253%","predict",1,"0.015527950310559004%","","","","reisberg",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","consultation",1,"0.015812776723592662%","londonderry",1,"0.02109259649862898%","pharmacodynamics",1,"0.026802465826856074%","resulting",1,"0.09276437847866419%","shiryaev",1,"0.01405283867341203%","combine",1,"0.00983284169124877%","non-fluent",1,"0.05070993914807302%","il-6",2,"0.015687504902345283%","acceptability",1,"0.04549590536851683%","negative",3,"0.019905383526398607%","diabetes",2,"0.01873555139680416%","accuracy",2,"0.006069986949528059%","adas-cog",3,"0.019721516266044483%","800",1,"0.015527950310559004%","","","","ferris",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","nursing",1,"0.015812776723592662%","across",1,"0.02109259649862898%","urine",1,"0.026802465826856074%","problems",1,"0.09276437847866419%","30",1,"0.01405283867341203%","pathophysiologic",1,"0.00983284169124877%","semantic",1,"0.05070993914807302%","fibrinogen",2,"0.015687504902345283%","sensitivity",1,"0.04549590536851683%","even",3,"0.02227838205260469%","limited",2,"0.022174532804179643%","reliability",2,"0.01020653679088566%","pathological",3,"0.022528016742871037%","insurance",1,"0.015527950310559004%","","","","sh",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","treatments",1,"0.015812776723592662%","ireland",1,"0.02109259649862898%","derived",1,"0.026802465826856074%","intake",1,"0.09276437847866419%","controls",1,"0.01405283867341203%","ability",1,"0.00983284169124877%","patients'",1,"0.05070993914807302%","lp-pla2",2,"0.015687504902345283%","install",1,"0.04549590536851683%","various",3,"0.008160454758556025%","contributing",2,"0.018410578632616775%","format",2,"0.018056775058059808%","deposition",3,"0.035977141964686626%","1997",1,"0.015527950310559004%","","","","leon",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","outside",1,"0.015812776723592662%","non-fasting",1,"0.02109259649862898%","include",1,"0.026802465826856074%","nutritional",1,"0.09276437847866419%","suspected",1,"0.01405283867341203%","purposes",1,"0.00983284169124877%","addition",1,"0.05070993914807302%","8-isoprostane",2,"0.015687504902345283%","hospital",1,"0.04549590536851683%","epilepsy",3,"0.02227838205260469%","positive",2,"0.0268610028107716%","off-site",2,"0.006069986949528059%","enroll",3,"0.018176262410056866%","2008",1,"0.015527950310559004%","","","","mj",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","received",1,"0.015812776723592662%","all",1,"0.02109259649862898%","tolerability",1,"0.026802465826856074%","versus",1,"0.09276437847866419%","stratified",1,"0.01405283867341203%","detailed",1,"0.00983284169124877%","provide",1,"0.05070993914807302%","hfabp",2,"0.015687504902345283%","room",1,"0.04549590536851683%","deficit",3,"0.02227838205260469%","make",2,"0.019906225040182225%","long-distance",2,"0.006069986949528059%","follow",3,"0.015499954713696619%","78",1,"0.015527950310559004%","","","","bull",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","researchers",1,"0.015812776723592662%","routine",1,"0.02109259649862898%","salt",1,"0.026802465826856074%","non",1,"0.09276437847866419%","manner",1,"0.01405283867341203%","evaluations",1,"0.00983284169124877%","greater",1,"0.05070993914807302%","svcam-1",2,"0.015687504902345283%","multimedia",1,"0.04549590536851683%","alpha",3,"0.014064697609001408%","conduct",2,"0.020781323245647507%","platform",2,"0.006069986949528059%","proteins",3,"0.024823451656718204%","received",1,"0.015527950310559004%","","","","1988",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","experienced",1,"0.015812776723592662%","biochemistry",1,"0.02109259649862898%","primarily",1,"0.026802465826856074%","related",1,"0.09276437847866419%","signed",1,"0.01405283867341203%","fully-comprehensive",1,"0.00983284169124877%","clarity",1,"0.05070993914807302%","sicam-1",2,"0.015687504902345283%","application",1,"0.04549590536851683%","onset",3,"0.026884767997408698%","double-blinded",2,"0.019671224083087416%","event-related",2,"0.01020653679088566%","society",3,"0.019551503808196594%","acupuncture",1,"0.015527950310559004%","","","","661-3",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","covariates",1,"0.015812776723592662%","profiles",1,"0.02109259649862898%","blood-measured",1,"0.026802465826856074%","reduction",1,"0.09276437847866419%","informed",1,"0.01405283867341203%","manifestations",1,"0.00983284169124877%","positron",1,"0.17825311942959002%","ca-125",2,"0.015687504902345283%","offering",1,"0.04549590536851683%","specialty",3,"0.015867672772494786%","tandospirone",2,"0.09765625%","potentials",2,"0.01020653679088566%","express",3,"0.01708774124536546%","traditional",1,"0.015527950310559004%","","","","21",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","inclusion",1,"0.015812776723592662%","relevance",1,"0.02109259649862898%","copper-zinc",1,"0.026802465826856074%","contributes",1,"0.09276437847866419%","consent",1,"0.01405283867341203%","encoding",1,"0.00983284169124877%","emission",1,"0.17825311942959002%","mcp-1",2,"0.015687504902345283%","games",1,"0.04549590536851683%","scientific",3,"0.02705357333504153%","methodology",2,"0.05703022473753281%","low-cost",2,"0.01020653679088566%","htert",3,"0.04201680672268908%","while",1,"0.015527950310559004%","","","","rosen",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","currently",1,"0.015812776723592662%","b",1,"0.02109259649862898%","design",1,"0.026802465826856074%","parameters",1,"0.09276437847866419%","form",1,"0.01405283867341203%","retrieval",1,"0.00983284169124877%","tomography",1,"0.17825311942959002%","tnf-α",2,"0.015687504902345283%","physical",1,"0.10660980810234542%","still",3,"0.013246485408660363%","interventions",2,"0.0549197429337232%","methods",2,"0.01020653679088566%","treating",3,"0.024065964413934587%","per",1,"0.015527950310559004%","","","","comparison",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","exclusion",1,"0.015812776723592662%","measured",1,"0.02109259649862898%","double",1,"0.026802465826856074%","practice",1,"0.05102040816326531%","helsinki",1,"0.01405283867341203%","inhibition",1,"0.00983284169124877%","scan",1,"0.17825311942959002%","ctni",2,"0.015687504902345283%","exercise",1,"0.10660980810234542%","emerging",3,"0.010964736954470332%","scale",2,"0.0549197429337232%","electroencephalogram",2,"0.011316566973728832%","prevent",3,"0.028278486967306005%","wash-out",1,"0.015527950310559004%","","","","citalopram",1,"0.021204410517387615%"
"","","","","","","","","","","","","","","","","","","","","","","","","delirium",1,"0.015812776723592662%","supplement",1,"0.02109259649862898%","blind",1,"0.026802465826856074%","more",1,"0.05102040816326531%","guidelines",1,"0.01405283867341203%","flexibility",1,"0.00983284169124877%","findings",1,"0.17825311942959002%","nt-probnp",2,"0.015687504902345283%","feelings",1,"0.10660980810234542%","pmd",3,"0.02145922746781116%","microbiota",2,"0.10416666666666667%","prognosis",2,"0.006069986949528059%","beginning",3,"0.020947697938107954%","switched",1,"0.015527950310559004%","","","","hospitalized",1,"0.021204410517387615%"
