"1988","Num studies:1","","1994","Num studies:1","","1995","Num studies:6","","1996","Num studies:3","","1997","Num studies:3","","1998","Num studies:4","","1999","Num studies:11","","2000","Num studies:20","","2001","Num studies:18","","2002","Num studies:18","","2003","Num studies:39","","2004","Num studies:45","","2005","Num studies:42","","2006","Num studies:54","","2007","Num studies:92","","2008","Num studies:86","","2009","Num studies:111","","2010","Num studies:87","","2011","Num studies:85","","2012","Num studies:90","","2013","Num studies:85","","2014","Num studies:83","","2015","Num studies:100","","2016","Num studies:93","","2017","Num studies:73","","2018","Num studies:87","","2019","Num studies:72","","2020","Num studies:40","","2021","Num studies:38","","2022","Num studies:6","","No Start Date","Num studies:19",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","understood",1,"0.01155001155001155%","tap",1,"0.005625879043600563%","follow-ups",1,"0.005473453749315818%","schedules",2,"0.0071638369510709935%","so",2,"0.00845282554904944%","slowing",2,"0.005672149744753261%","1000",3,"0.010385141793318302%","non-randomized",2,"0.00717802441940373%","13",2,"0.007476975109359496%","aaa",3,"0.03205128205128205%","demonstrate",3,"0.006739447915918504%","moreover",2,"0.01486523682690902%","indwelling",4,"0.001889466225791214%","foundation",3,"0.003684607803840664%","dash",3,"0.012606101353054878%","e4",3,"0.0019637106276019166%","despite",3,"0.008219125522228147%","consequence",1,"0.003980891719745223%","grasp",1,"0.0060916179337231965%","","","","package",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","optimize",1,"0.01155001155001155%","chemicals",1,"0.005625879043600563%","inhibitor",1,"0.025329280648429583%","resident",2,"0.0071638369510709935%","identical",2,"0.005156053450893677%","60-80",2,"0.005672149744753261%","neuropathological",3,"0.0050423557886244445%","distribution",2,"0.010435498941246067%","spectroscopy",2,"0.006428801028608165%","investigation",3,"0.016631884656330982%","investigating",3,"0.009042376493065968%","fyn",2,"0.024339783375927956%","leave",4,"0.001889466225791214%","pragmatic",3,"0.009745638826625085%","emphasis",3,"0.005531352574937391%","snps",3,"0.0019637106276019166%","defined",3,"0.016234667258700115%","blood-brain",1,"0.003980891719745223%","extend",1,"0.0060916179337231965%","","","","motion",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","neurotransmitter",1,"0.01155001155001155%","bathes",1,"0.005625879043600563%","agent",1,"0.025329280648429583%","community-dwelling",2,"0.0071638369510709935%","vital",2,"0.007856038101784793%","plan",2,"0.005672149744753261%","lewy",3,"0.004796126100432594%","hvs",2,"0.00717802441940373%","minocycline",2,"0.006428801028608165%","providers",3,"0.01752162647013103%","familial",3,"0.008169934640522876%","aß",2,"0.016551052695631008%","taxi",4,"0.001889466225791214%","advance",3,"0.009745638826625085%","natural",3,"0.013744243375085428%","background",3,"0.0037428480829225434%","cbf",3,"0.00994431185361973%","barrier",1,"0.003980891719745223%","fingers",1,"0.0060916179337231965%","","","","corrected",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","accompany",1,"0.01155001155001155%","local",1,"0.005625879043600563%","represents",1,"0.025329280648429583%","hf",1,"0.03631082062454611%","signs",2,"0.007856038101784793%","post-intervention",2,"0.005672149744753261%","basis",3,"0.007414713376104076%","image",2,"0.00717802441940373%","recorded",2,"0.008199445379707872%","perceived",3,"0.013031435832901521%","institutionalized",3,"0.01756851401760715%","models",2,"0.015946754625607972%","incident",4,"0.012012012012012012%","cared",3,"0.007144447787151481%","vegetables",3,"0.005531352574937391%","introduction",3,"0.0027108785737138654%","shared",3,"0.010663389077602814%","resident",1,"0.003980891719745223%","mimic",1,"0.0060916179337231965%","","","","afni",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","now",1,"0.01155001155001155%","anesthetic",1,"0.005625879043600563%","unique",1,"0.025329280648429583%","0220",1,"0.03631082062454611%","biomarker",2,"0.005776097458517118%","sedentary",2,"0.005672149744753261%","characterize",3,"0.020587325908545895%","acquisition",2,"0.00717802441940373%","course",2,"0.006428801028608165%","pcp",3,"0.010193679918450561%","cooking",3,"0.008169934640522876%","prodromal",2,"0.04505200288332818%","apt",4,"0.009900990099009901%","approaches",3,"0.005181901934098482%","weight",3,"0.009068726963996134%","systemic",3,"0.0019637106276019166%","vascular",3,"0.009175061288290496%","macrophages",1,"0.003980891719745223%","assumed",1,"0.0060916179337231965%","","","","smoothed",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","avenue",1,"0.01155001155001155%","inserted",1,"0.005625879043600563%","options",1,"0.025329280648429583%","inactive",1,"0.03631082062454611%","labs",2,"0.0063011972274732205%","obtain",2,"0.005672149744753261%","affected",3,"0.01240125149181562%","quantitative",2,"0.00717802441940373%","like",2,"0.008199445379707872%","best",3,"0.012613122272567973%","memories",3,"0.007821213890518916%","gantenerumab",2,"0.022732439190725165%","expect",4,"0.004366812227074236%","optimize",3,"0.008309668396980743%","plasma",3,"0.012766688631437742%","whose",3,"0.0035353353404194905%","prescription",3,"0.009419776722879348%","neuropathologies",1,"0.003980891719745223%","functionality",1,"0.0060916179337231965%","","","","fwhm",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","translate",1,"0.01155001155001155%","space",1,"0.005625879043600563%","qd",1,"0.025329280648429583%","substance",1,"0.03631082062454611%","exams",2,"0.005555369679531147%","pressure",2,"0.005672149744753261%","means",3,"0.003986536034883256%","optimized",2,"0.00717802441940373%","treating",2,"0.007846174483734375%","conem-beta",3,"0.010964912280701754%","questionnaires",3,"0.008567234733563333%","subcutaneously",2,"0.022732439190725165%","cost",4,"0.01175278410396774%","proven",3,"0.007069348441027137%","interact",3,"0.00836983511424825%","expressed",3,"0.0035353353404194905%","directly",3,"0.010170134430211477%","activated",1,"0.003980891719745223%","component",1,"0.0060916179337231965%","","","","voxel",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","practical",1,"0.01155001155001155%","bones",1,"0.005625879043600563%","regimen",1,"0.025329280648429583%","validate",1,"0.03631082062454611%","sub-study",2,"0.0063011972274732205%","lipids",2,"0.005672149744753261%","angiotensin",3,"0.0069478218578475645%","where",2,"0.00717802441940373%","furthermore",2,"0.007109998488593136%","welfare",3,"0.010964912280701754%","blind",3,"0.008985200274259761%","stable",2,"0.020852985556846313%","on-line",4,"0.004366812227074236%","efforts",3,"0.005958513531696776%","pathogenesis",3,"0.01151518716355173%","later",3,"0.005386111969405946%","seniors",3,"0.009157509157509158%","homeostasis",1,"0.003980891719745223%","movement",1,"0.0060916179337231965%","","","","intensities",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","allow",1,"0.01155001155001155%","back",1,"0.005625879043600563%","simplify",1,"0.025329280648429583%","biochemical",1,"0.03631082062454611%","intake",2,"0.0059592717965250615%","coach",2,"0.005672149744753261%","converting",3,"0.0069478218578475645%","assent",2,"0.00717802441940373%","conclusive",2,"0.006575745052119207%","pbsd",3,"0.010964912280701754%","versus",3,"0.0033548040794417603%","pharmacodynamic",2,"0.017022648126388092%","neurotrack",4,"0.01520912547528517%","elements",3,"0.003294455427169826%","cerebrovascular",3,"0.00836983511424825%","highly",3,"0.0026889034593708607%","full-scale",3,"0.009157509157509158%","surrounds",1,"0.003980891719745223%","interface",1,"0.0060916179337231965%","","","","rescaled",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","us",1,"0.01155001155001155%","circulates",1,"0.005625879043600563%","modified",1,"0.025329280648429583%","markers",1,"0.03631082062454611%","american",2,"0.0050778264891606%","recruitment",2,"0.004340331919820898%","bp",3,"0.0069478218578475645%","neuro-psychiatric",2,"0.00717802441940373%","changed",2,"0.007162288394288291%","daycare",3,"0.006300473405736564%","visual",3,"0.007911734343366601%","mild-to-moderate",2,"0.08014514197139436%","proposal",3,"0.0019169359060573405%","some",3,"0.00490255632699709%","acuity",3,"0.011290079783230468%","enhanced",3,"0.00819192657023554%","report",3,"0.020691613576662823%","plaques",1,"0.003980891719745223%","bugs",1,"0.0060916179337231965%","","","","in-brain",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","define",1,"0.01155001155001155%","below",1,"0.005625879043600563%","taken",1,"0.025329280648429583%","appropriate",1,"0.03631082062454611%","fixed",2,"0.009410878976096368%","development",2,"0.00474855957249903%","role",3,"0.009248109348269385%","leave",2,"0.00717802441940373%","report",2,"0.006519093177886371%","asl",3,"0.016750418760469014%","classical",3,"0.01247288893411147%","2-week",2,"0.02521824386748873%","concept",3,"0.00864384249148841%","morbidity",3,"0.006117281017328386%","describes",3,"0.0049148454386850615%","never",3,"0.0035353353404194905%","especially",3,"0.006868131868131868%","large",1,"0.003980891719745223%","real-time",1,"0.0060916179337231965%","","","","grand",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","concept",1,"0.01155001155001155%","small",1,"0.005625879043600563%","pathogenesis",1,"0.034013605442176874%","end-points",1,"0.03631082062454611%","4-week",2,"0.009410878976096368%","prevention",2,"0.00474855957249903%","induce",3,"0.005948605542270025%","thereafter",2,"0.00717802441940373%","failures",2,"0.01043201148507276%","post",3,"0.00933565784790905%","collaboration",3,"0.0050330757593028755%","4-week",2,"0.02521824386748873%","minimize",3,"0.0016877385792219523%","va",3,"0.004083299305839118%","day-to-day",3,"0.007549146728465316%","leads",3,"0.007663260985763576%","6-month",3,"0.007544592316051301%","pro-inflammatory",1,"0.003980891719745223%","graphics",1,"0.0060916179337231965%","","","","1000",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","syndrome",1,"0.01155001155001155%","completing",1,"0.005625879043600563%","tnf",1,"0.034013605442176874%","suitability",1,"0.03631082062454611%","intervals",2,"0.006951217425525726%","120",2,"0.009302325581395349%","ace",3,"0.0069478218578475645%","experimental",2,"0.0075349001295863935%","recognized",2,"0.007162288394288291%","military",3,"0.01016260162601626%","sensitivity",3,"0.00433620690265775%","cogstate",2,"0.040160642570281124%","600",3,"0.005749514363132082%","guided",3,"0.0033371008507295033%","tcd",3,"0.0044284364666981576%","recommended",3,"0.003039337998199008%","telephone-delivered",3,"0.01937984496124031%","released",1,"0.003980891719745223%","input",1,"0.0060916179337231965%","","","","modeled",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","broader",1,"0.01155001155001155%","return",1,"0.005625879043600563%","implicated",1,"0.034013605442176874%","attempts",1,"0.08417508417508418%","japan",2,"0.009410878976096368%","shanghai",2,"0.009302325581395349%","interactions",3,"0.005948605542270025%","fda",2,"0.006747093954343572%","distinct",2,"0.007670728500043833%","prospective",3,"0.012724602035936325%","resistant",3,"0.0050062578222778474%","ocl",2,"0.040160642570281124%","fluorodeoxyglucose",3,"0.009912895673508882%","real-world",3,"0.004211235576518151%","specifically",3,"0.004103359345078558%","600",3,"0.010219413963799122%","alleviate",3,"0.01917615289708313%","mediated",1,"0.003980891719745223%","minimal",1,"0.0060916179337231965%","","","","gamma",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","neuropsychiatric",1,"0.01155001155001155%","surrogate",1,"0.005625879043600563%","surmised",1,"0.034013605442176874%","differentiate",1,"0.08417508417508418%","subcutaneous",2,"0.005315190815350271%","china",2,"0.009302325581395349%","middle-aged",3,"0.005555882162565967%","imp",2,"0.005648281510350476%","initiated",2,"0.009975725734047152%","ltc",3,"0.0392156862745098%","indicators",3,"0.006458116854733316%","anavex2-73",2,"0.005629996622002027%","cdr",3,"0.002695417789757412%","neurologic",3,"0.004211235576518151%","vascd",3,"0.0044284364666981576%","conduct",3,"0.0045219808517880005%","telephone",3,"0.009058430806641479%","redox",1,"0.003980891719745223%","lag",1,"0.0060916179337231965%","","","","dispersion",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","diseases",1,"0.01155001155001155%","tolerable",1,"0.005625879043600563%","treating",1,"0.034013605442176874%","responses",1,"0.08417508417508418%","cure",2,"0.004844630662683446%","walking",2,"0.009302325581395349%","40",3,"0.011284031751086386%","return",2,"0.008905756032192813%","mild-moderate",2,"0.019445794846864366%","course",3,"0.005546576042659594%","abnormalities",3,"0.006458116854733316%","simple",2,"0.005629996622002027%","buschke",3,"0.002695417789757412%","alz",3,"0.004211235576518151%","movement",3,"0.010136614652406098%","md",3,"0.013037969881220888%","jnj067",3,"0.011022927689594356%","generation",1,"0.003980891719745223%","freezing",1,"0.0060916179337231965%","","","","offset",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bright",1,"0.021017234131988232%","inhibit",1,"0.005625879043600563%","etanercept",1,"0.034013605442176874%","choline",1,"0.08417508417508418%","although",2,"0.005941451968820544%","tai",2,"0.009302325581395349%","systolic",3,"0.0041639424672843695%","ad01",2,"0.08841732979664015%","continuous",2,"0.033319989162916154%","genes",3,"0.00813641383446329%","peptides",3,"0.0036532514811522996%","cross-over",2,"0.030197254608919966%","etc",3,"0.00376892068780579%","structural",3,"0.005679167924595386%","old",3,"0.01968106115747207%","provided",3,"0.008790951456779097%","plans",3,"0.006272791716092828%","ros",1,"0.003980891719745223%","smooth",1,"0.0060916179337231965%","","","","drift",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","improves",1,"0.021017234131988232%","glycogen",1,"0.005625879043600563%","biologic",1,"0.034013605442176874%","acetyltransferase",1,"0.08417508417508418%","expected",2,"0.004805730826131915%","chi",2,"0.009302325581395349%","diastolic",3,"0.0041639424672843695%","get",2,"0.05010315355142942%","frequency",2,"0.006308153288124902%","demographic",3,"0.009427039909468426%","homeostasis",3,"0.00602965759067637%","adaptive",2,"0.003510621450209116%","scores",3,"0.006079819746844871%","monitors",3,"0.008524730736572061%","blinded",3,"0.007918283316177053%","checklist",3,"0.0025099782598161703%","california",3,"0.011022927689594356%","nadph",1,"0.003980891719745223%","avatar",1,"0.0060916179337231965%","","","","bold",1,"0.009331840238895111%"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","live",1,"0.021017234131988232%","synthase",1,"0.005625879043600563%","fusion",1,"0.034013605442176874%","epsilon",1,"0.08417508417508418%","view",2,"0.005315190815350271%","discussion",2,"0.006155419838141943%","tasks",3,"0.007693087646076775%","evp-6124",2,"0.015964240102171137%","800",2,"0.005722789718812001%","hence",3,"0.007137758743754461%","decreased",3,"0.006438193360088515%","initiation",2,"0.006955270740926903%","cortex",3,"0.008406425587404837%","taking",3,"0.013906870973618079%","mets",3,"0.0019939781858786462%","reviewed",3,"0.007793544119532703%","mac",3,"0.011022927689594356%","bv-2",1,"0.003980891719745223%","procedures",1,"0.0060916179337231965%","","","","removed",1,"0.009331840238895111%"
